"Region","year","RptArea","Log_rfharv","Gui_nonpelharv","Gui_Yeh","gui_pYEinNonpel","gui_var_pYEinNonpel","GuiYE","var_GuiYE","sqrt_GuiYE","GuiYE_UPRLWR95","blank","PRIV_rfharv","var_PRIV_rfharv","priv_pYE","priv_var_pYE","gui_pYE","var_gui_pYE","Priv_YE","var_PrivYE","sqrt_PrivYE","PrivYE_UPRLWR95","blank2","TotalYEharv","var_totalYEharv","sqrt_totalYE","TotalYE_UPRLWR95"
"SC",2007,"CI",2559,194,94,NA,NA,94,0,0,0,NA,1782.74226934095,293213.702682988,0.016675856,0.000330941,NA,NA,29.7287533686428,1230.36128370432,35.0765061501901,68.7499520543725,NA,123.728753368643,1230.36128370432,35.0765061501901,68.7499520543725
"SC",2008,"CI",2163,157,96,NA,NA,96,0,0,0,NA,1506.86656060354,209486.832098596,0.016675856,0.000330941,NA,NA,25.12828977584,879.032887281683,29.6484887857996,58.1110380201671,NA,121.12828977584,879.032887281683,29.6484887857996,58.1110380201671
"SC",2009,"CI",2918,256,142,NA,NA,142,0,0,0,NA,2032.84171236299,381253.874198261,0,0,NA,NA,0,0,0,0,NA,142,0,0,0
"SC",2010,"CI",4422,1173,185,NA,NA,185,0,0,0,NA,3080.612080901,875550.432568129,0,0,NA,NA,0,0,0,0,NA,185,0,0,0
"SC",2011,"CI",3046,476,174,NA,NA,174,0,0,0,NA,2195.28867313916,347241.009711714,0.02,0.000131544,NA,NA,43.9057734627832,818.522869261295,28.6098386794,56.0752838116241,NA,217.905773462783,818.522869261295,28.6098386794,56.0752838116241
"SC",2012,"CI",4677,568,201,NA,NA,201,0,0,0,NA,5339.94120805369,1729256.16045698,0.015873016,0.000251953,NA,NA,84.7609722344956,8055.81469385048,89.7541903971646,175.918213178443,NA,285.760972234496,8055.81469385048,89.7541903971646,175.918213178443
"SC",2013,"CI",4808,428,162,NA,NA,162,0,0,0,NA,3482.43547188506,863231.705073926,0.051282051,0.000631847,NA,NA,178.586433473419,10478.2332098397,102.363241497325,200.631953334757,NA,340.586433473419,10478.2332098397,102.363241497325,200.631953334757
"SC",2014,"CI",4731,362,94,NA,NA,94,0,0,0,NA,3444.65020993195,609818.572969687,0.033057851,0.000266375,NA,NA,113.872733387049,3989.56649173079,63.1630152203866,123.799509831958,NA,207.872733387049,3989.56649173079,63.1630152203866,123.799509831958
"SC",2015,"CI",6321,457,134,NA,NA,134,0,0,0,NA,4002.37573740735,811336.580709056,0.025316456,0.000157169,NA,NA,101.325969251541,3165.21321452348,56.2602276437226,110.270046181696,NA,235.325969251541,3165.21321452348,56.2602276437226,110.270046181696
"SC",2016,"CI",10123,779,185,NA,NA,185,0,0,0,NA,6323.03048716606,1298638.7245063,0,0,NA,NA,0,0,0,0,NA,185,0,0,0
"SC",2017,"CI",8376,923,391,NA,NA,391,0,0,0,NA,3322.49026093348,525119.785217767,0.037037037,0.000445816,NA,NA,123.055194726333,5875.77248312792,76.6535875424492,150.2410315832,NA,514.055194726333,5875.77248312792,76.6535875424492,150.2410315832
"SC",2018,"CI",13009,1031,376,NA,NA,376,0,0,0,NA,10029.600289296,5460886.09676424,0.01754386,0.000101389,NA,NA,175.957903331369,12433.4753683018,111.505494789727,218.550769787865,NA,551.957903331369,12433.4753683018,111.505494789727,218.550769787865
