"Region","year","RptArea","Log_rfharv","Gui_pelharv","gui_pBRFinPel","gui_var_pBRFinPel","GuiBRF","var_GuiBRF","sqrt_GuiBRF","GuiBRF_UPRLWR95","blank","PRIV_rfharv","var_PRIV_rfharv","priv_pBRF","priv_var_pBRF","PRIV_BRF","var_PrivBRF","sqrt_PrivBRF","PrivBRF_UPRLWR95","blank2","TotalBRFharv","var_totalBRFharv","sqrt_totalBRF","TotalBRF_UPRLWR95"
"SC",1998,"AFOGNAK",416,329,0.804123711,0.001640716,264.556700919,177.592740556,13.3263926310161,26.1197295567915,NA,113.501596084661,3943.57521179245,0.833333333,0.001560549,94.5846633660506,2764.85198500404,52.5818598473279,103.060445300763,NA,359.141364285051,2942.44472556004,54.2443059275353,106.318839617969
"SC",1999,"AFOGNAK",506,419,0.876190476,0.001043084,367.123809444,183.124870124,13.532363804007,26.5234330558538,NA,138.057229852978,5834.51150452161,0.713004484,0.000921753,98.4354239337918,2989.06849122705,54.6723741136879,107.157853262828,NA,465.559233377792,3172.19336135105,56.3222279508814,110.391566783728
"SC",2000,"AFOGNAK",1412,1224,0.911764706,0.000796533,1116.000000144,1193.346623808,34.5448494541227,67.7079049300804,NA,385.25060978736,45433.1512172934,0.743589744,0.000982804,286.468402307627,25311.674994021,159.096433002192,311.829008684297,NA,1402.46840245163,26505.021617829,162.803629006939,319.0951128536
"SC",2001,"AFOGNAK",535,477,0.950819672,0.00077936,453.540983544,177.32700144,13.3164184914713,26.1001802432838,NA,145.969600733879,6522.45408997836,0.820224719,0.001675638,119.727874744488,4434.73453836648,66.5938025522382,130.523853002387,NA,573.268858288488,4612.06153980648,67.9121604707616,133.107834522693
"SC",2002,"AFOGNAK",345,291,0.877192982,0.001923669,255.263157762,162.898214589,12.7631584879684,25.0157906364181,NA,94.129929445212,2712.3245630524,0.608433735,0.001443892,57.2718245476368,1020.7896239234,31.9497984958184,62.6216050518041,NA,312.534982309637,1183.6878385124,34.4047647646718,67.4333389387567
"SC",2003,"AFOGNAK",567,484,0.858695652,0.001333378,415.608695568,312.351796768,17.6734772121391,34.6400153357926,NA,154.700492740392,7326.0450447482,0.732620321,0.00105316,113.336724650324,3965.04670456512,62.9686168227088,123.418488972509,NA,528.945420218324,4277.39850133312,65.4018233792692,128.187573823368
"SC",2004,"AFOGNAK",468,338,0.775641026,0.001122723,262.166666788,128.264366412,11.3253859277289,22.1977564183487,NA,127.689295595244,4991.08737742482,0.779661017,0.001468288,99.5543660638017,3065.20691759457,55.3643108653451,108.514049296076,NA,361.721032851802,3193.47128400657,56.5108067895564,110.76118130753
"SC",2005,"AFOGNAK",1385,1179,0.932773109,0.000531419,1099.739495511,738.694198179,27.1789293052357,53.270701438262,NA,377.883919656866,43712.2351183465,0.82183908,0.000846356,310.559772877592,29681.9474065683,172.284495548985,337.677611276011,NA,1410.29926838859,30420.6416047473,174.415141558144,341.853677453961
"SC",2006,"AFOGNAK",925,766,0.866071429,0.00104497,663.410714614,613.14241732,24.7617127299385,48.5329569506795,NA,252.37734706325,19497.8593090671,0.798076923,0.001564565,201.416536579141,12548.8682299478,112.0217310612,219.562592879952,NA,864.827251193141,13162.0106472678,114.725806370092,224.86258048538
"SC",2007,"AFOGNAK",2488,2184,0.620253165,0.003019733,1354.63291236,14403.691568448,120.015380549528,235.230145877075,NA,678.826853506341,141060.110229208,0.894117647,0.001127039,606.951068977503,113448.31906874,336.820900581807,660.168965140342,NA,1961.5839813375,127852.010637188,357.563995163366,700.825430520197
