"","Region","year","RptArea","Log_rfrel","Gui_pelrel","gui_pBRFinPel","gui_var_pBRFinPel","GuiBRF","var_GuiBRF","sqrt_GuiBRF","GuiBRF_UPRLWR95","blank","PRIV_rfrel","var_PRIV_rfrel","priv_pBRF","priv_var_pBRF","PRIV_BRF","var_PrivBRF","sqrt_PrivBRF","PrivBRF_UPRLWR95","blank2","TotalBRFrel","var_totalBRFrel","sqrt_totalBRF","TotalBRF_UPRLWR95"
"1","SC",1999,"AFOGNAK",770,768,0.876190476,0.001043084,672.914285568,615.235977216,24.8039508388482,48.6157436441425,NA,411.552007740248,129118.934375443,0.713004484,0.000921753,293.438426918,65916.026892588,256.741167116978,503.212687549277,NA,966.352712486,66531.262869804,257.93654814664,505.555634367415
"2","SC",2000,"AFOGNAK",2000,1949,0.911764706,0.000796533,1777.029411994,3025.711050333,55.0064637141218,107.812668879679,NA,1068.96625387077,871100.923430212,0.743589744,0.000982804,794.872343060408,483633.254935119,695.437455803984,1363.05741337581,NA,2571.90175505441,486658.965985452,697.609465234992,1367.31455186058
"3","SC",2001,"AFOGNAK",910,853,0.950819672,0.00077936,811.049180216,567.06935024,23.8132179732182,46.6739072275076,NA,486.379645511202,180339.66867314,0.820224719,0.001675638,398.940608066745,122025.446125316,349.321408054697,684.669959787206,NA,1209.98978828275,122592.515475556,350.132140020816,686.258994440799
"4","SC",2002,"AFOGNAK",708,696,0.877192982,0.001923669,610.526315472,931.856042304,30.5263172083368,59.8315817283401,NA,378.414053870254,109162.88332058,0.608433735,0.001443892,230.23987617277,40775.5642161395,201.929602129404,395.782020173632,NA,840.76619164477,41707.4202584435,204.223946339413,400.27893482525
"5","SC",2003,"AFOGNAK",818,776,0.858695652,0.001333378,666.347825952,802.928230528,28.3359882574792,55.5385369846593,NA,437.207197833147,145718.633572329,0.732620321,0.00105316,320.30687762003,78566.7082675228,280.297535250531,549.383169091041,NA,986.65470357203,79369.6364980508,281.726172902077,552.18329888807
"6","SC",2004,"AFOGNAK",758,641,0.775641026,0.001122723,497.185897666,461.305548963,21.4780247919356,42.0969285921938,NA,405.138210217023,125125.807742439,0.779661017,0.001468288,315.870469003364,76485.108659303,276.559412530659,542.056448560091,NA,813.056366669364,76946.4142082661,277.392166811296,543.688646950141
"7","SC",2005,"AFOGNAK",1426,1375,0.932773109,0.000531419,1282.563024875,1004.714046875,31.6972245926201,62.1265602015354,NA,762.172939009862,442840.705343294,0.82183908,0.000846356,626.383506996761,299969.691521176,547.694889077099,1073.48198259111,NA,1908.94653187176,300974.405568051,548.611342908667,1075.27823210099
"8","SC",2006,"AFOGNAK",842,806,0.866071429,0.00104497,698.053571774,678.85013092,26.0547525591781,51.0673150159892,NA,450.034792879596,154394.798769694,0.798076923,0.001564565,359.16238274429,98896.6153659186,314.47832256917,616.377512235572,NA,1057.21595451829,99575.4654968386,315.555804093093,618.489376022463
"9","SC",2007,"AFOGNAK",2835,2759,0.620253165,0.003019733,1711.278482235,22986.452194373,151.612836509225,297.161159558081,NA,1515.25966486182,1750308.5298291,0.894117647,0.001127039,1354.82040614026,1403838.15561208,1184.83676327673,2322.28005602239,NA,3066.09888837526,1426824.60780645,1194.49763825905,2341.21537098774
"10","SC",2008,"AFOGNAK",1487,1449,0.826771654,0.001136669,1197.992126646,2386.551369069,48.8523425136298,95.7505913267144,NA,794.77640975292,481537.839440065,0.693333333,0.002873273,551.044977163766,234679.138327755,484.436929153584,949.496381141025,NA,1749.03710380977,237065.689696824,486.893920373652,954.312083932357
"11","SC",2009,"AFOGNAK",1564,1522,0.736111111,0.002735937,1120.361110942,6337.754285508,79.6100137263397,156.035626903626,NA,835.931610526945,532699.121099737,0.558823529,0.003679698,467.138252597321,170884.749359364,413.382086403564,810.228889350985,NA,1587.49936353932,177222.503644872,420.978032259252,825.116943228133
"12","SC",2010,"AFOGNAK",1405,1227,0.535353535,0.002538267,656.878787445,3821.434578243,61.8177529375098,121.162795757519,NA,750.948793344219,429893.750093581,0.748064385,0.006349351,561.758047259535,246878.780181512,496.868976875707,973.863194676385,NA,1218.63683470454,250700.214759755,500.699725144477,981.371461283174
"13","SC",2011,"AFOGNAK",2417,2185,0.862318841,0.000866606,1884.166667585,4137.37203035,64.3224069073134,126.071917538334,NA,2788.84615384615,11082356.8887375,0.718309859,0.002890583,2003.25568754192,5772669.64733046,2402.63805999374,4709.17059758772,NA,3887.42235512692,5776807.01936081,2403.49891187011,4710.85786726542
"14","SC",2012,"AFOGNAK",1340,1166,0.755244755,0.001301761,880.61538433,1769.816978116,42.0691927438119,82.4556177778714,NA,723.996710526316,686590.428375789,0.745098039,0.001249519,539.448529255609,382688.024645832,618.617834083234,1212.49095480314,NA,1420.06391358561,384457.841623948,620.046644716305,1215.29142364396
"15","SC",2013,"AFOGNAK",1722,1543,0.539823009,0.000550807,832.946902887,1311.388295143,36.2130956304898,70.97766743576,NA,672.377867746289,639080.198974921,0.668711656,0.001367508,449.62691739837,287273.052904494,535.978593699874,1050.51804365175,NA,1282.57382028537,288584.441199637,537.200559567502,1052.9130967523
"16","SC",2014,"AFOGNAK",2290,1973,0.814935065,0.000491257,1607.866883245,1912.330370353,43.7301997520364,85.7111915139913,NA,2052.37384506041,4444516.35623331,0.777777778,0.001382716,1596.2907688364,2700627.8775054,1643.35871844993,3220.98308816186,NA,3204.1576520814,2702540.20787575,1643.94045143848,3222.12328481942
"17","SC",2015,"AFOGNAK",1554,1260,0.699029126,0.002062622,880.77669876,3274.6186872,57.2242840689161,112.159596775075,NA,423.373228346457,541004.165428356,0.731578947,0.00051813,309.730940581691,289922.807843153,538.444804825112,1055.35181745722,NA,1190.50763934169,293197.426530353,541.477078490266,1061.29507384092
"18","SC",2016,"AFOGNAK",1266,1106,0.54517134,0.000774874,602.95950204,947.853772264,30.7872339170637,60.3429784774449,NA,989.829278350515,1922869.00698582,0.834375,0.000433208,825.888804123711,1339923.54296375,1157.55066539817,2268.79930418041,NA,1428.84830616371,1340871.39673601,1157.96001517151,2269.60162973617
"19","SC",2017,"AFOGNAK",1358,1185,0.623430962,0.000986407,738.76568997,1385.137369575,37.2174336779822,72.946170008845,NA,143.314318311466,108175.8345845,0.712121212,0.000623114,102.057166052915,54937.9676745452,234.388497317051,459.40145474142,NA,840.822856022915,56323.1050441202,237.324893435392,465.156791133369
"20","SC",2018,"AFOGNAK",872,862,0.554216867,0.003012933,477.734939354,2238.741788052,47.3153441079318,92.7380744515464,NA,577.035120147874,627701.400476123,0.759197324,0.000613479,438.083519070285,362384.246686673,601.983593370013,1179.88784300523,NA,915.818458424285,364622.988474725,603.840201108476,1183.52679417261
"21","SC",2019,"AFOGNAK",833,801,0.792626728,0.00076097,634.894009128,488.23911297,22.0961334393599,43.3084215411455,NA,2090.56847027388,8383202.98640306,0.7875,0.000700183,1646.32267034068,5207825.63662059,2282.06608945065,4472.84953532328,NA,2281.21667946868,5208313.87573356,2282.17305998769,4473.05919757586
"22","SC",2020,"AFOGNAK",237,192,0.743243243,0.002614147,142.702702656,96.367915008,9.81671610101871,19.2407635579967,NA,657.073512252042,1093965.40172161,0.722222222,0.001874928,474.553092036014,573478.353763102,757.283535911816,1484.27573038716,NA,617.255794692014,573574.72167811,757.347160606092,1484.40043478794
